Base Scenario
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,49.99,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.33,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Weekend Load Profile
home_l1
"249.19,240.48,230.58,223.67,219.23,217.64,213.28,206.86,205,198.35,190.12,183.78,171.59,164.13,160.47,152.12,144.6,141.11,133.47,125.27,116.17,110.83,106.78,99.95,84.31,78.11,70.86,65.08,61.42,60.15,58.14,55.91,52.33,49.7,48.9,46.45,47.02,49.47,54.87,52.3,46.82,50.46,51.9,54.4,57.63,61.48,59.43,61.84,71.51,75.61,78.73,91.08,97.95,101.19,101.69,91.15,94.72,108.32,121.38,127.94,133.51,135.5,134.86,143.54,157.7,171.23,181.21,189.99,195.48,190.85,194.4,200.39,209.2,209.92,215.66,218.32,225.24,223.25,235.42,235.22,243.12,253.37,257.82,262.05,270.7,274.45,281.7,280.61,281.37,282.98,281.56,278.4,275.78,266.77,266.88,265.02"
home_l2
"211.44,182.89,180.15,162.54,146.5,126.62,104.59,83.04,58.38,52.24,50.12,51.84,39.61,39.6,35.75,30.6,27.15,19.63,7.91,7.2,4.1,2.8,0,0,0,0,9,13.92,11.85,9.48,12.6,15,16.2,19.2,34.5,21.6,30.8,20.62,20.4,22,23.87,36,50.65,67.81,102.35,102.35,99.52,112.63,132.66,133.09,146.84,134.87,161.86,153.7,184.32,176.81,186.39,173.95,238.44,235.95,271.23,250.99,258.08,237.24,277.72,296.22,344.87,348.46,343.54,378.66,402.14,400.4,412.41,446.84,435.17,443.97,444.95,422.83,461.2,474.06,455.93,458.01,426.13,426.7,411.69,411.11,413.16,451.14,450.07,392.49,345.52,326.04,320.49,280.62,248.91,227.4"
work_l1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.87,4.2,4.2,4.2,2.8,2.8,2.8,2.8,2.51,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
work_l2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,13.8,13.8,8.65,7.2,3.9,11.6,17.4,17.4,26.42,24.6,30.36,31.51,31.8,31.8,38.4,42,39.7,32.13,30.33,36,38.56,33.09,27.6,29.63,31.68,30.85,20.12,21.6,21.6,19.9,19.27,21,19.04,12.9,7.2,10.8,10.8,10.8,10.8,10.8,10.28,7.2,12,11.37,12.79,10.8,11.74,10.8,7.2,6.1,5.8,7.32,7.2,8.69,6.77,7.2,7.2,6,3.6,0.38,0,0,0,0,3.6,3.6,3.6,3.6,3.6,3.6,0.94,0,0,0,0,0"
public_l2
"41.4,35.75,31.2,28.92,24,24,18.94,16.8,16.8,16.8,15.31,10.2,4.99,3.6,0.89,0,0,0,0,0,0,0,0,0,3.6,3.6,3.6,3.6,21.6,28.48,54.8,68,74.21,82.52,96.44,88.16,105.61,115.17,113.72,121.2,131.02,129.48,143.09,139.33,173.59,176.61,159.33,155.71,170.39,152.73,145.97,149.12,143.63,155.72,160.71,168.23,159.72,154.12,147.57,154.79,167.79,173.4,169.77,169.08,161.21,161.43,135.71,110.09,125.75,152.91,160.01,165.28,173.4,171.92,188.09,189.94,184.36,173.49,175.67,173.12,168.15,152.57,116.38,106.12,90.07,86.83,91.92,91.78,63.36,51.77,40.2,34.8,29.55,24.66,40.2,41.4"
public_l3
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,20.51,45.6,42.79,16.3,0,0,0,0,0,0,0,0,0.01,20.5,20.5,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
