Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,17,18,0,0,11.2,0.9,0.2,0,11.2,0,0
1,17,19,0,0,10.5,0.9,0.2,0,10.5,0,0
1,17,20,0,0,10,0.9,0.2,0,10,0,0
1,17,21,0,0,9.7,0.8,0.2,0,9.7,0,0
1,17,22,0,0,9.4,0.8,0.2,0,9.4,0,0
1,17,23,0,0,9.1,0.8,0.2,0,9.1,0,0
1,18,0,0,0,8.7,0.9,0.2,0,8.7,0,0
1,18,1,0,0,8.2,1,0.2,0,8.2,0,0
1,18,2,0,0,7.8,1.1,0.2,0,7.8,0,0
1,18,3,0,0,7.8,1.2,0.2,0,7.8,0,0
1,18,4,0,0,7.8,1.2,0.2,0,7.8,0,0
1,18,5,0,0,7.9,1.2,0.2,0,7.9,0,0
1,18,6,0,0,9.1,1.2,0.2,0,0,0,0
1,18,7,244,58,12.4,1.2,0.2,145.912,16.552,808.44,752.049
1,18,8,259,126,16.2,1,0.2,271.873,24.538,1632.974,1547.366
1,18,9,266,198,18.9,0.8,0.2,398.829,31.758,2331.019,2220.677
1,18,10,231,267,20.5,1.3,0.2,468.876,33.8,2700.513,2577.079
1,18,11,252,297,21.5,1.7,0.2,533.508,35.315,3048.907,2913.127
1,18,12,252,295,22,2,0.2,530.997,34.916,3039.52,2904.073
1,18,13,704,168,21.9,2.2,0.2,758.28,39.688,4320.958,4140.104
1,18,14,630,149,21.2,2.1,0.2,598.891,35.555,3492.635,3341.132
1,18,15,458,116,18.3,1.6,0.2,365.007,28.021,2183.699,2078.577
1,18,16,39,49,14.4,1.3,0.2,62.249,16.143,343.131,303.228
1,18,17,0,0,12.7,1.5,0.2,0,0,0,0
1,18,18,0,0,12.4,1.5,0.2,0,12.4,0,0
1,18,19,0,0,11.9,1.4,0.2,0,11.9,0,0
1,18,20,0,0,11.4,1.2,0.2,0,11.4,0,0
1,18,21,0,0,11,1.1,0.2,0,11,0,0
1,18,22,0,0,10.4,1.1,0.2,0,10.4,0,0
1,18,23,0,0,9.6,1.1,0.2,0,9.6,0,0
1,19,0,0,0,9,1.2,0.2,0,9,0,0
1,19,1,0,0,8.6,1.2,0.2,0,8.6,0,0
1,19,2,0,0,8.5,1.3,0.2,0,8.5,0,0
1,19,3,0,0,8.5,1.3,0.2,0,8.5,0,0
1,19,4,0,0,8.5,1.3,0.2,0,8.5,0,0
1,19,5,0,0,8.3,1.3,0.2,0,8.3,0,0
1,19,6,0,0,9.3,1.3,0.2,0,0,0,0
1,19,7,300,57,12.1,1.6,0.2,161.367,16.281,893.544,834.138
1,19,8,587,101,15.7,2.3,0.2,419.107,25.379,2548.137,2430.101
1,19,9,368,181,18.5,2.7,0.2,448.819,28.103,2674.02,2551.524
1,19,10,236,267,20.3,2.7,0.2,472.913,30.385,2761.098,2635.516
1,19,11,459,241,21.1,2.7,0.2,671.332,35.421,3859.503,3695
1,19,12,714,168,21.6,2.7,0.2,815.062,39.007,4637.674,4445.598
1,19,13,849,116,21.5,2.7,0.2,815.116,38.937,4666.927,4473.814
1,19,14,793,103,20.7,2.8,0.2,661.47,34.631,3882.827,3717.498
1,19,15,214,125,18.2,2.2,0.2,246.957,24.003,1479.916,1399.732
1,19,16,384,48,14.3,1.6,0.2,174.208,18.792,942.353,881.217
1,19,17,0,0,12.1,1.6,0.2,0,0,0,0
1,19,18,0,0,11.2,1.6,0.2,0,11.2,0,0
1,19,19,0,0,10.2,1.4,0.2,0,10.2,0,0
1,19,20,0,0,9.6,1.3,0.2,0,9.6,0,0
1,19,21,0,0,9.3,1.2,0.2,0,9.3,0,0
1,19,22,0,0,9.2,1.1,0.2,0,9.2,0,0
1,19,23,0,0,8.9,1.1,0.2,0,8.9,0,0
1,20,0,0,0,8.6,1.1,0.2,0,8.6,0,0
1,20,1,0,0,8.2,1.1,0.2,0,8.2,0,0
1,20,2,0,0,7.9,1.1,0.2,0,7.9,0,0
1,20,3,0,0,7.6,1.1,0.2,0,7.6,0,0
1,20,4,0,0,7.6,1.1,0.2,0,7.6,0,0
1,20,5,0,0,7.3,1.1,0.2,0,7.3,0,0
1,20,6,0,0,8.4,1.1,0.2,0,0,0,0
1,20,7,450,46,11.4,1.1,0.2,194.378,17.037,1065.341,999.847
1,20,8,193,95,15,1.2,0.2,203.348,20.935,1228.221,1156.955
1,20,9,255,199,18,1.7,0.2,392.56,28.2,2324.775,2214.654
1,20,10,325,246,20.4,2.3,0.2,530.828,32.592,3084.272,2947.239
1,20,11,255,299,22.2,2.7,0.2,538.69,33.676,3098.015,2960.495
1,20,12,255,299,23.2,3.2,0.2,538.58,33.739,3096.66,2959.188
1,20,13,234,269,23.4,3.5,0.2,473.35,32.24,2743.024,2618.083
1,20,14,191,211,22.6,3.5,0.2,353.783,29.22,2078.011,1976.634
1,20,15,121,135,19.8,2.5,0.2,205.476,24.359,1218.827,1147.894
1,20,16,42,51,15.6,1.6,0.2,65.152,17.305,359.503,319.019
1,20,17,0,0,13.2,1.5,0.2,0,0,0,0
1,20,18,0,0,12.2,1.4,0.2,0,12.2,0,0
1,20,19,0,0,11.6,1.2,0.2,0,11.6,0,0
1,20,20,0,0,11.2,1.1,0.2,0,11.2,0,0
1,20,21,0,0,10.8,1,0.2,0,10.8,0,0
1,20,22,0,0,10.6,1.1,0.2,0,10.6,0,0
1,20,23,0,0,10.5,1.2,0.2,0,10.5,0,0
1,21,0,0,0,10.5,1.1,0.2,0,10.5,0,0
1,21,1,0,0,10.6,1,0.2,0,10.6,0,0
1,21,2,0,0,10.8,1,0.2,0,10.8,0,0
1,21,3,0,0,10.8,1,0.2,0,10.8,0,0
1,21,4,0,0,10.8,1,0.2,0,10.8,0,0
1,21,5,0,0,10.7,0.9,0.2,0,10.7,0,0
1,21,6,0,0,11.2,0.9,0.2,0,0,0,0
1,21,7,314,52,12.4,1,0.2,159.691,17.165,879.07,820.176
1,21,8,97,124,13.8,1.1,0.2,180.913,19.203,1090.378,1023.997
1,21,9,143,210,16.3,1.2,0.2,320.453,25.622,1900.915,1805.813
1,21,10,235,270,20,1.8,0.2,475.638,32.067,2757.762,2632.299
1,21,11,260,300,22.5,2.4,0.2,555.569,34.999,3178.549,3038.176
1,21,12,260,300,23,2.8,0.2,555.528,34.627,3183.014,3042.482
1,21,13,238,270,22.1,2.7,0.2,477.931,32.291,2769.06,2643.196
1,21,14,192,213,20.1,1.8,0.2,356.901,29.172,2096.626,1994.59
1,21,15,123,136,17.6,1.1,0.2,207.646,23.803,1235.122,1163.612
1,21,16,41,52,16.1,0.9,0.2,65.864,18.14,363.319,322.701
1,21,17,0,0,15.6,0.7,0.2,0,0,0,0
1,21,18,0,0,14.9,0.7,0.2,0,14.9,0,0
1,21,19,0,0,13.8,0.8,0.2,0,13.8,0,0
1,21,20,0,0,13,0.9,0.2,0,13,0,0
1,21,21,0,0,12.4,1,0.2,0,12.4,0,0
1,21,22,0,0,12.1,1,0.2,0,12.1,0,0
1,21,23,0,0,11.8,1,0.2,0,11.8,0,0
1,22,0,0,0,11.7,1,0.2,0,11.7,0,0
1,22,1,0,0,11.7,0.9,0.2,0,11.7,0,0
1,22,2,0,0,11.7,0.9,0.2,0,11.7,0,0
1,22,3,0,0,11.6,1,0.2,0,11.6,0,0
1,22,4,0,0,11.5,1.1,0.2,0,11.5,0,0
1,22,5,0,0,11.2,1.3,0.2,0,11.2,0,0
1,22,6,0,0,12,1.2,0.2,0,0,0,0
1,22,7,83,62,14.7,1.2,0.2,94.38,17.406,526.492,480.092
1,22,8,175,140,18.2,1.6,0.2,238.596,24.546,1423.842,1345.644
1,22,9,171,216,21.5,2.1,0.2,346.127,29.773,2025.087,1925.585
1,22,10,395,240,23.9,2.2,0.2,580.639,37.499,3315.387,3170.164
1,22,11,719,182,25.1,2.5,0.2,838.194,43.655,4675.708,4482.284
1,22,12,733,173,25.6,2.8,0.2,840.913,43.244,4699.989,4505.704
1,22,13,744,150,25.5,3.1,0.2,777.389,41.019,4405.248,4221.408
1,22,14,551,154,24.6,3,0.2,553.626,35.855,3217.071,3075.332
1,22,15,562,103,21.8,2.2,0.2,409.554,31.442,2430.843,2316.964
1,22,16,64,55,18.2,1.6,0.2,79.857,20.29,438.579,395.293
1,22,17,0,0,16.3,1.6,0.2,0,0,0,0
1,22,18,0,0,15.2,1.6,0.2,0,15.2,0,0
1,22,19,0,0,14.1,1.4,0.2,0,14.1,0,0
1,22,20,0,0,13.5,1.3,0.2,0,13.5,0,0
1,22,21,0,0,13.4,1.2,0.2,0,13.4,0,0
1,22,22,0,0,13.3,1.1,0.2,0,13.3,0,0
1,22,23,0,0,12.9,1.1,0.2,0,12.9,0,0
1,23,0,0,0,12.5,1.2,0.2,0,12.5,0,0
1,23,1,0,0,12.1,1.2,0.2,0,12.1,0,0
1,23,2,0,0,11.8,1.3,0.2,0,11.8,0,0
1,23,3,0,0,11.5,1.3,0.2,0,11.5,0,0
1,23,4,0,0,11.4,1.3,0.2,0,11.4,0,0
1,23,5,0,0,11.5,1.2,0.2,0,11.5,0,0
1,23,6,0,0,12.7,1,0.2,0,0,0,0
1,23,7,309,56,15.7,0.8,0.2,162.394,20.81,884.59,825.501
1,23,8,580,101,19.1,1.3,0.2,416.406,30.984,2477.153,2361.633
1,23,9,723,123,22.1,2.4,0.2,641.114,36.606,3726.788,3566.988
1,23,10,784,139,24.2,2.7,0.2,798.117,41.264,4519.428,4331.542
1,23,11,796,154,25.3,2.7,0.2,875.998,44.009,4882.192,4681.452
1,23,12,248,306,25.8,2.9,0.2,541.178,36.931,3069.584,2933.072
1,23,13,229,275,25.7,3.4,0.2,476.864,34.744,2733.751,2609.139
1,23,14,187,217,24.7,3.5,0.2,358.359,31.404,2085.228,1983.595
1,23,15,565,106,21.9,2.4,0.2,415.325,31.313,2467.721,2352.535
1,23,16,310,57,17.8,1.5,0.2,164.659,22.169,895.611,836.131
1,23,17,0,0,15.4,1.3,0.2,0,0,0,0
1,23,18,0,0,14.5,1.4,0.2,0,14.5,0,0
1,23,19,0,0,13.7,1.6,0.2,0,13.7,0,0
1,23,20,0,0,13,1.4,0.2,0,13,0,0
1,23,21,0,0,12.8,1.2,0.2,0,12.8,0,0
1,23,22,0,0,12.9,1.1,0.2,0,12.9,0,0
1,23,23,0,0,12.5,1.2,0.2,0,12.5,0,0
1,24,0,0,0,12.2,1.2,0.2,0,12.2,0,0
1,24,1,0,0,12.4,1.1,0.2,0,12.4,0,0
1,24,2,0,0,12.7,1,0.2,0,12.7,0,0
1,24,3,0,0,12.6,0.9,0.2,0,12.6,0,0
1,24,4,0,0,12.4,0.8,0.2,0,12.4,0,0
1,24,5,0,0,11.6,0.8,0.2,0,11.6,0,0
1,24,6,0,0,12.2,0.8,0.2,0,0,0,0
1,24,7,38,54,14.8,0.7,0.2,66.958,16.99,373.031,332.068
1,24,8,129,138,18,0.9,0.2,212.704,24.685,1262.082,1189.617
1,24,9,179,218,20.9,1.9,0.2,353.708,29.703,2070.879,1969.754
1,24,10,217,277,23,2.8,0.2,469.306,32.83,2709.014,2585.278
1,24,11,235,308,24,3.2,0.2,532.251,34.411,3047.184,2911.465
1,24,12,235,309,24.2,3.1,0.2,533.521,34.809,3049.527,2913.725
1,24,13,308,256,23.6,2.7,0.2,529.926,34.904,3046.525,2910.83
1,24,14,217,212,22.3,2.1,0.2,373.438,31.228,2178.439,2073.503
1,24,15,112,141,20,1.3,0.2,207.741,25.913,1224.877,1153.73
1,24,16,37,56,17.1,1.1,0.2,68.857,19.131,382.045,340.762
1,24,17,0,0,15.5,1.1,0.2,0,0,0,0
1,24,18,0,0,15.4,1.1,0.2,0,15.4,0,0
1,24,19,0,0,15.3,1,0.2,0,15.3,0,0
1,24,20,0,0,15.4,1,0.2,0,15.4,0,0
1,24,21,0,0,15.5,0.9,0.2,0,15.5,0,0
1,24,22,0,0,15.5,0.8,0.2,0,15.5,0,0
1,24,23,0,0,15.4,0.8,0.2,0,15.4,0,0
1,25,0,0,0,15.2,0.8,0.2,0,15.2,0,0
1,25,1,0,0,15,0.9,0.2,0,15,0,0
1,25,2,0,0,14.7,1,0.2,0,14.7,0,0
1,25,3,0,0,14.4,1.1,0.2,0,14.4,0,0
1,25,4,0,0,14.3,1.2,0.2,0,14.3,0,0
1,25,5,0,0,14.5,1.1,0.2,0,14.5,0,0
1,25,6,0,0,15.1,1,0.2,0,0,0,0
1,25,7,34,55,16.6,0.9,0.2,66.805,18.673,370.437,329.566
1,25,8,107,140,18.6,1.1,0.2,203.65,24.682,1205.411,1134.953
1,25,9,383,186,21.2,1.6,0.2,465.731,33.575,2715.145,2591.192
1,25,10,208,280,23.7,2,0.2,465.496,35.027,2661.832,2539.768
1,25,11,228,311,24.9,2.1,0.2,529.701,37.521,2993.565,2859.746
1,25,12,228,312,25.2,2.2,0.2,531.02,37.606,2999.85,2865.809
1,25,13,210,280,25.2,2.2,0.2,467.622,36.136,2661.989,2539.919
1,25,14,170,221,24.4,1.8,0.2,351.503,33.331,2026.242,1926.699
1,25,15,109,143,22.2,1.2,0.2,208.446,28.276,1217.212,1146.337
1,25,16,35,58,19.6,1.1,0.2,70.43,21.679,387.984,346.491
1,25,17,0,0,18.4,1.2,0.2,0,0,0,0
1,25,18,0,0,17.8,1.3,0.2,0,17.8,0,0
1,25,19,0,0,17.2,1.3,0.2,0,17.2,0,0
1,25,20,0,0,16.6,1.2,0.2,0,16.6,0,0
1,25,21,0,0,16.2,1.2,0.2,0,16.2,0,0
1,25,22,0,0,15.9,1.2,0.2,0,15.9,0,0
1,25,23,0,0,15.7,1.2,0.2,0,15.7,0,0
1,26,0,0,0,15.7,1.1,0.2,0,15.7,0,0
1,26,1,0,0,15.9,0.8,0.2,0,15.9,0,0
1,26,2,0,0,15.8,0.7,0.2,0,15.8,0,0
1,26,3,0,0,15.4,1,0.2,0,15.4,0,0
1,26,4,0,0,15.1,1.2,0.2,0,15.1,0,0
1,26,5,0,0,15.2,1.2,0.2,0,15.2,0,0
1,26,6,0,0,15.7,1.1,0.2,0,0,0,0
1,26,7,65,59,17.2,1,0.2,84.375,19.747,467.069,422.774
1,26,8,107,141,19.3,1.7,0.2,204.646,24.622,1211.758,1141.076
1,26,9,169,221,21.4,3,0.2,350.163,28.5,2057.854,1957.191
1,26,10,208,281,23.3,3.8,0.2,466.671,31.623,2704.461,2580.886
1,26,11,226,314,24.5,4.1,0.2,531.473,33.565,3050.543,2914.705
1,26,12,227,314,25.3,4.1,0.2,532.592,34.384,3047.01,2911.298
1,26,13,208,283,25.5,3.9,0.2,469.556,33.751,2697.872,2574.531
1,26,14,169,224,24.7,2.9,0.2,354.292,32.006,2052.909,1952.421
1,26,15,108,145,22.3,1.6,0.2,210.164,27.886,1229.272,1157.969
1,26,16,39,57,19.5,1.1,0.2,70.238,21.574,387.05,345.59
1,26,17,0,0,17.7,1.2,0.2,0,0,0,0
1,26,18,0,0,16.2,1.5,0.2,0,16.2,0,0
1,26,19,0,0,14.9,1.9,0.2,0,14.9,0,0
1,26,20,0,0,14.1,2.7,0.2,0,14.1,0,0
1,26,21,0,0,13.3,3.6,0.2,0,13.3,0,0
1,26,22,0,0,12.9,2.5,0.2,0,12.9,0,0
1,26,23,0,0,12.7,1.3,0.2,0,12.7,0,0
1,27,0,0,0,12.4,1.3,0.2,0,12.4,0,0
1,27,1,0,0,12.1,1.4,0.2,0,12.1,0,0
1,27,2,0,0,11.8,1.7,0.2,0,11.8,0,0
1,27,3,0,0,11.5,1.8,0.2,0,11.5,0,0
1,27,4,0,0,11.3,1.7,0.2,0,11.3,0,0
1,27,5,0,0,10.6,2.6,0.2,0,10.6,0,0
1,27,6,0,0,10.8,2.2,0.2,0,0,0,0
1,27,7,7,46,11.5,1.8,0.2,45.995,12.66,260.763,223.778
1,27,8,45,144,12.2,1.7,0.2,170.31,16.625,1031.152,966.869
1,27,9,143,225,13.2,1.8,0.2,336.806,21.755,2027.705,1928.11
1,27,10,205,283,14.4,1.7,0.2,466.545,26.484,2757.51,2632.055
1,27,11,155,326,15.3,1.3,0.2,483.14,28.972,2812.503,2685.1
1,27,12,224,337,15.9,0.9,0.2,555.958,33.279,3193.765,3052.853
1,27,13,369,319,16.4,0.6,0.2,650.581,38.501,3689.773,3531.285
1,27,14,378,244,16.6,0.6,0.2,529.547,34.632,3071.684,2935.097
1,27,15,288,173,15.9,0.5,0.2,341.447,27.891,2034.45,1934.616
1,27,16,125,76,14.3,0.6,0.2,123.554,18.45,698.07,645.589
1,27,17,0,0,12.8,0.9,0.2,0,0,0,0
1,27,18,0,0,12,0.9,0.2,0,12,0,0
1,27,19,0,0,11.3,1,0.2,0,11.3,0,0
1,27,20,0,0,10.8,1,0.2,0,10.8,0,0
1,27,21,0,0,10.5,1,0.2,0,10.5,0,0
1,27,22,0,0,10.3,0.9,0.2,0,10.3,0,0
1,27,23,0,0,10.1,0.9,0.2,0,10.1,0,0
1,28,0,0,0,9.8,0.8,0.2,0,9.8,0,0
1,28,1,0,0,9.6,0.7,0.2,0,9.6,0,0
1,28,2,0,0,9.3,0.7,0.2,0,9.3,0,0
1,28,3,0,0,8.7,0.7,0.2,0,8.7,0,0
1,28,4,0,0,8.5,0.7,0.2,0,8.5,0,0
1,28,5,0,0,8.1,0.8,0.2,0,8.1,0,0
1,28,6,0,0,9.1,0.9,0.2,0,0,0,0
1,28,7,355,57,11.9,0.7,0.2,177.008,17.625,981.192,918.68
1,28,8,77,129,15.3,1.3,0.2,169.625,20.126,1015.306,951.584
1,28,9,359,172,18.2,2.5,0.2,434.699,27.839,2587.958,2468.512
1,28,10,421,148,20.1,3.1,0.2,514.149,30.353,3021.675,2886.86
1,28,11,150,143,21.3,3.5,0.2,288.087,26.674,1680.991,1593.682
1,28,12,413,155,22.1,3.8,0.2,543.868,31.809,3167.161,3027.191
1,28,13,219,287,22.2,4.1,0.2,483.351,30.452,2814.148,2686.686
1,28,14,179,227,21.7,4.2,0.2,364.788,27.852,2149.875,2045.951
1,28,15,117,148,20,3.3,0.2,218.17,24.219,1296.865,1223.167
1,28,16,39,61,16.8,2,0.2,74.569,18.603,418.872,376.285
1,28,17,0,0,14.4,1.6,0.2,0,0,0,0
1,28,18,0,0,13.5,1.4,0.2,0,13.5,0,0
1,28,19,0,0,12.7,1.1,0.2,0,12.7,0,0
1,28,20,0,0,12.2,0.9,0.2,0,12.2,0,0
1,28,21,0,0,11.9,0.7,0.2,0,11.9,0,0
1,28,22,0,0,11.6,0.7,0.2,0,11.6,0,0
1,28,23,0,0,11.4,0.8,0.2,0,11.4,0,0
1,29,0,0,0,11.3,0.8,0.2,0,11.3,0,0
1,29,1,0,0,11.3,0.8,0.2,0,11.3,0,0
1,29,2,0,0,11.1,0.9,0.2,0,11.1,0,0
1,29,3,0,0,11.1,0.9,0.2,0,11.1,0,0
1,29,4,0,0,11.2,0.9,0.2,0,11.2,0,0
1,29,5,0,0,11.1,0.8,0.2,0,11.1,0,0
1,29,6,0,0,11.8,0.8,0.2,0,0,0,0
1,29,7,36,58,13.6,0.9,0.2,70.275,15.783,396.719,354.917
1,29,8,112,144,16.6,1.3,0.2,210.191,22.582,1256.062,1183.81
1,29,9,176,225,19.9,2.1,0.2,359.316,28.485,2112.133,2009.546
1,29,10,216,286,22.4,2.8,0.2,478.935,32.428,2766.512,2640.739
1,29,11,235,319,24.2,3.2,0.2,545.404,34.865,3113.863,2975.782
1,29,12,235,320,25.2,3.4,0.2,546.923,35.557,3113.66,2975.585
1,29,13,218,288,25.1,3.4,0.2,483.856,34.272,2774.121,2648.078
1,29,14,180,229,24,2.8,0.2,367.836,31.716,2134.696,2031.31
1,29,15,118,150,21.4,1.7,0.2,220.922,27.145,1298.182,1224.437
1,29,16,42,63,18.5,1.2,0.2,77.662,20.741,433.438,390.335
1,29,17,0,0,16.8,1.1,0.2,0,0,0,0
1,29,18,0,0,16,0.9,0.2,0,16,0,0
1,29,19,0,0,15.2,0.8,0.2,0,15.2,0,0
1,29,20,0,0,14.4,0.7,0.2,0,14.4,0,0
1,29,21,0,0,13.7,0.7,0.2,0,13.7,0,0
1,29,22,0,0,13.1,0.7,0.2,0,13.1,0,0
1,29,23,0,0,12.6,0.8,0.2,0,12.6,0,0
1,30,0,0,0,12.4,0.8,0.2,0,12.4,0,0
1,30,1,0,0,12.3,0.8,0.2,0,12.3,0,0
1,30,2,0,0,12.1,0.8,0.2,0,12.1,0,0
1,30,3,0,0,11.8,0.8,0.2,0,11.8,0,0
1,30,4,0,0,11.7,0.8,0.2,0,11.7,0,0
1,30,5,0,0,11.4,0.8,0.2,0,11.4,0,0
1,30,6,0,0,12.4,0.8,0.2,0,0,0,0
1,30,7,370,54,15.1,0.7,0.2,178.26,20.866,975.808,913.487
1,30,8,19,127,18.5,1.3,0.2,132.573,22.268,776.333,721.08
1,30,9,118,226,21.5,2.1,0.2,320.469,29.152,1868.994,1775.023
1,30,10,291,236,23.7,2.6,0.2,495.156,34.45,2846.63,2718.018
1,30,11,754,169,25,2.9,0.2,865.575,42.844,4837.628,4638.467
1,30,12,748,173,25.6,3.1,0.2,866.198,42.864,4839.45,4640.224
1,30,13,702,172,25.5,3.1,0.2,779.42,41.048,4404.048,4220.25
1,30,14,620,158,24.7,2.8,0.2,618.356,37.704,3564.769,3410.71
1,30,15,485,127,22.2,1.9,0.2,401.939,32.246,2373.797,2261.939
1,30,16,204,71,18.7,1.1,0.2,145.761,22.984,809.081,752.667
1,30,17,0,0,16.6,1.1,0.2,0,0,0,0
1,30,18,0,0,15.9,1,0.2,0,15.9,0,0
1,30,19,0,0,15.3,1,0.2,0,15.3,0,0
1,30,20,0,0,14.7,1,0.2,0,14.7,0,0
1,30,21,0,0,14.2,1,0.2,0,14.2,0,0
1,30,22,0,0,13.8,1,0.2,0,13.8,0,0
1,30,23,0,0,13.4,1,0.2,0,13.4,0,0
1,31,0,0,0,13.2,1,0.2,0,13.2,0,0
1,31,1,0,0,13.1,1,0.2,0,13.1,0,0
1,31,2,0,0,13.1,1,0.2,0,13.1,0,0
1,31,3,0,0,13,1,0.2,0,13,0,0
1,31,4,0,0,12.8,0.9,0.2,0,12.8,0,0
1,31,5,0,0,12.3,0.9,0.2,0,12.3,0,0
1,31,6,0,0,13.1,0.8,0.2,0,0,0,0
1,31,7,201,70,15.6,1.1,0.2,141.403,19.746,787.34,731.696
1,31,8,92,145,18.7,1.8,0.2,194.854,23.659,1155.535,1086.845
1,31,9,611,161,21.4,2.5,0.2,607.106,34.872,3540.155,3386.968
1,31,10,684,181,23.2,2.9,0.2,770.787,39.101,4388.659,4205.406
1,31,11,707,195,24.2,3.2,0.2,853.107,40.922,4800.19,4602.355
1,31,12,729,186,24.7,3.5,0.2,864.803,40.863,4867.629,4667.405
1,31,13,719,170,24.6,3.7,0.2,792.846,38.987,4516.31,4328.534
1,31,14,665,150,23.9,3.6,0.2,643.167,35.772,3738.483,3578.269
1,31,15,549,118,21.9,2.7,0.2,427.031,31.062,2539.394,2421.669
1,31,16,307,70,18.4,1.6,0.2,181.362,23.136,1008.008,944.545
1,31,17,0,0,15.9,1.4,0.2,0,0,0,0
1,31,18,0,0,15,1.2,0.2,0,15,0,0
1,31,19,0,0,14.3,1,0.2,0,14.3,0,0
1,31,20,0,0,13.9,0.8,0.2,0,13.9,0,0
1,31,21,0,0,13.5,0.5,0.2,0,13.5,0,0
1,31,22,0,0,13,0.6,0.2,0,13,0,0
1,31,23,0,0,12.2,0.9,0.2,0,12.2,0,0
2,1,0,0,0,11.4,1,0.2,0,11.4,0,0
2,1,1,0,0,10.9,1,0.2,0,10.9,0,0
2,1,2,0,0,10.6,1.1,0.2,0,10.6,0,0
2,1,3,0,0,10.4,1,0.2,0,10.4,0,0
2,1,4,0,0,10.4,1,0.2,0,10.4,0,0
2,1,5,0,0,12.5,1.2,0.2,0,12.5,0,0
2,1,6,0,0,13.9,1.2,0.2,0,0,0,0
2,1,7,176,73,17.1,1.8,0.2,137.232,20.534,764.803,709.958
2,1,8,438,136,20.8,2.7,0.2,381.738,28.986,2279.365,2170.854
2,1,9,585,170,24.5,3.5,0.2,599.579,35.737,3481.432,3330.326
2,1,10,668,189,27.2,4,0.2,767.067,40.515,4340.55,4159.002
2,1,11,718,191,28.3,4,0.2,860.057,43.215,4794.106,4596.487
2,1,12,741,181,28.6,4.1,0.2,871.708,43.504,4853.924,4654.186
2,1,13,720,170,28.3,4.2,0.2,795.256,41.719,4479.511,4293.039
2,1,14,656,151,27.5,4,0.2,639.314,38.62,3672.767,3514.881
2,1,15,544,119,24.9,2.8,0.2,426.47,33.89,2507.057,2390.477
2,1,16,300,70,20.8,1.7,0.2,179.527,25.39,990.6,927.754
2,1,17,0,0,18.3,1.5,0.2,0,0,0,0
2,1,18,0,0,17.4,1.4,0.2,0,17.4,0,0
2,1,19,0,0,16.6,1.2,0.2,0,16.6,0,0
2,1,20,0,0,16,1.1,0.2,0,16,0,0
2,1,21,0,0,15.5,1.1,0.2,0,15.5,0,0
2,1,22,0,0,15,1,0.2,0,15,0,0
2,1,23,0,0,14.7,1,0.2,0,14.7,0,0
2,2,0,0,0,14.6,1,0.2,0,14.6,0,0
2,2,1,0,0,14.5,1,0.2,0,14.5,0,0
2,2,2,0,0,14.1,1,0.2,0,14.1,0,0
2,2,3,0,0,13.7,1,0.2,0,13.7,0,0
2,2,4,0,0,13.5,1,0.2,0,13.5,0,0
2,2,5,0,0,13.9,0.9,0.2,0,13.9,0,0
2,2,6,0,0,15,0.8,0.2,0,0,0,0
2,2,7,221,71,17.4,0.5,0.2,148.377,22.509,818.59,761.84
2,2,8,477,130,20.6,1.4,0.2,395.982,31.636,2343.195,2232.422
2,2,9,615,163,23.8,2.8,0.2,613.618,36.703,3550.88,3397.313
2,2,10,694,180,25.8,3.3,0.2,780.328,40.865,4409.935,4225.928
2,2,11,699,195,26.7,3.5,0.2,848.85,42.561,4742.626,4546.831
2,2,12,662,207,27,3.6,0.2,830.269,42.274,4641.82,4449.597
2,2,13,437,243,26.9,3.5,0.2,636.771,38.796,3611.227,3455.522
2,2,14,536,174,26.2,3.3,0.2,577.212,37.36,3323.695,3178.178
2,2,15,399,137,23.7,2.3,0.2,369.35,32.222,2173.054,2068.309
2,2,16,270,75,19.7,1.4,0.2,175.551,24.505,976.296,913.957
2,2,17,0,0,17.4,1.3,0.2,0,0,0,0
2,2,18,0,0,16.9,1.3,0.2,0,16.9,0,0
2,2,19,0,0,16.6,1.2,0.2,0,16.6,0,0
2,2,20,0,0,16.1,1.1,0.2,0,16.1,0,0
2,2,21,0,0,15.8,1,0.2,0,15.8,0,0
2,2,22,0,0,15.5,1,0.2,0,15.5,0,0
2,2,23,0,0,15.1,1,0.2,0,15.1,0,0
2,3,0,0,0,14.6,1.1,0.2,0,14.6,0,0
2,3,1,0,0,14.1,1.2,0.2,0,14.1,0,0
2,3,2,0,0,13.8,1.2,0.2,0,13.8,0,0
2,3,3,0,0,13.9,1.2,0.2,0,13.9,0,0
2,3,4,0,0,13.9,1.2,0.2,0,13.9,0,0
2,3,5,0,0,13.8,1.1,0.2,0,13.8,0,0
2,3,6,0,0,14.5,0.9,0.2,0,0,0,0
2,3,7,219,72,17.1,0.8,0.2,148.836,21.816,824.96,767.984
2,3,8,472,133,20.4,1.2,0.2,396.992,31.998,2345.215,2234.37
2,3,9,611,167,23,1.9,0.2,615.981,38.36,3539.77,3386.597
2,3,10,710,177,24.5,2.4,0.2,791.599,42.357,4446.283,4260.988
2,3,11,791,166,25.2,2.7,0.2,901.102,44.431,4998.468,4793.607
