Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,28,9,186,501,30.4,1.6,0.2,655.901,47.706,3530.46,3377.617
3,28,10,688,251,31.5,1.7,0.2,911.78,55.077,4782.004,4584.814
3,28,11,708,257,32.1,2.1,0.2,981.38,55.447,5120.722,4911.529
3,28,12,707,256,32.4,2.5,0.2,974.084,53.871,5119.12,4909.984
3,28,13,679,246,32.4,2.8,0.2,883.548,50.874,4723.374,4528.261
3,28,14,692,191,31.9,2.9,0.2,742.508,47.193,4066.441,3894.605
3,28,15,570,174,30.8,2.7,0.2,516.347,41.841,2911.873,2780.948
3,28,16,380,132,28.1,1.8,0.2,271.556,34.959,1510.562,1429.292
3,28,17,96,48,25,1.1,0.2,56.436,26.614,269.947,232.637
3,28,18,0,0,23.4,1.1,0.2,0,0,0,0
3,28,19,0,0,22.7,1.1,0.2,0,22.7,0,0
3,28,20,0,0,21.8,1.1,0.2,0,21.8,0,0
3,28,21,0,0,20.9,1.2,0.2,0,20.9,0,0
3,28,22,0,0,20.2,1.2,0.2,0,20.2,0,0
3,28,23,0,0,19.8,1.3,0.2,0,19.8,0,0
3,29,0,0,0,19.6,1.3,0.2,0,19.6,0,0
3,29,1,0,0,19.4,1.3,0.2,0,19.4,0,0
3,29,2,0,0,19.3,1.2,0.2,0,19.3,0,0
3,29,3,0,0,19.1,1.1,0.2,0,19.1,0,0
3,29,4,0,0,19.1,1.1,0.2,0,19.1,0,0
3,29,5,0,0,19.7,1,0.2,0,0,0,0
3,29,6,106,74,21.6,1.4,0.2,88.632,24.004,465.843,421.592
3,29,7,186,214,23.9,2,0.2,286.716,30.881,1652.208,1565.919
3,29,8,198,358,26.3,2.2,0.2,481.586,37.559,2723.939,2599.674
3,29,9,202,480,27.8,2.1,0.2,646.861,43.176,3548.85,3395.355
3,29,10,143,617,28,1.8,0.2,755.6,47.052,4047.131,3875.98
3,29,11,97,706,28,1.5,0.2,814.459,49.896,4291.428,4111.62
3,29,12,102,695,27.9,1.1,0.2,806.676,51.737,4219.788,4042.519
3,29,13,154,592,27.7,1,0.2,735.76,50.026,3897.624,3731.771
3,29,14,207,450,27.3,1.3,0.2,612.279,44.61,3345.232,3198.952
3,29,15,193,328,26.6,1.8,0.2,438.831,37.733,2483.328,2367.589
3,29,16,180,182,24.7,1.9,0.2,242.668,30.72,1383.186,1306.429
3,29,17,80,49,22.1,1.8,0.2,55.44,23.459,273.554,236.116
3,29,18,0,0,20.3,2,0.2,0,0,0,0
3,29,19,0,0,19.3,2,0.2,0,19.3,0,0
3,29,20,0,0,18.4,1.6,0.2,0,18.4,0,0
3,29,21,0,0,17.9,1.3,0.2,0,17.9,0,0
3,29,22,0,0,17.7,1.1,0.2,0,17.7,0,0
3,29,23,0,0,17.8,1.1,0.2,0,17.8,0,0
3,30,0,0,0,17.9,1,0.2,0,17.9,0,0
3,30,1,0,0,17.9,1,0.2,0,17.9,0,0
3,30,2,0,0,17.7,1,0.2,0,17.7,0,0
3,30,3,0,0,17.4,1,0.2,0,17.4,0,0
3,30,4,0,0,17.3,1,0.2,0,17.3,0,0
3,30,5,0,0,18.1,0.9,0.2,0,0,0,0
3,30,6,207,73,20.5,1.1,0.2,106.051,23.553,540.093,493.211
3,30,7,469,139,23.7,1.8,0.2,336.874,32.24,1932.574,1836.35
3,30,8,618,175,26.5,2.9,0.2,577.513,38.418,3298.413,3153.792
3,30,9,701,199,28.3,3.4,0.2,783.308,43.152,4351.483,4169.547
3,30,10,748,212,29.5,3.7,0.2,929.708,46.305,5062.022,4854.91
3,30,11,810,193,30.3,3.9,0.2,1012.506,48.058,5456.24,5235.159
3,30,12,814,188,30.7,4.1,0.2,1005.031,47.828,5424.24,5204.293
3,30,13,794,179,30.6,4.2,0.2,916.066,46.008,5005.182,4800.084
3,30,14,725,176,30.2,4.1,0.2,752.459,43.058,4192.887,4016.571
3,30,15,638,151,29.2,3.8,0.2,535.356,38.782,3061.596,2925.367
3,30,16,481,113,27,2.7,0.2,288.941,33.127,1615.135,1530.16
3,30,17,167,49,24,1.6,0.2,65.684,25.648,303.823,265.312
3,30,18,0,0,22,1.5,0.2,0,0,0,0
3,30,19,0,0,21.1,1.5,0.2,0,21.1,0,0
3,30,20,0,0,20.3,1.5,0.2,0,20.3,0,0
3,30,21,0,0,19.6,1.5,0.2,0,19.6,0,0
3,30,22,0,0,18.9,1.5,0.2,0,18.9,0,0
3,30,23,0,0,18.3,1.5,0.2,0,18.3,0,0
3,31,0,0,0,17.8,1.4,0.2,0,17.8,0,0
3,31,1,0,0,17.4,1.4,0.2,0,17.4,0,0
3,31,2,0,0,17.1,1.3,0.2,0,17.1,0,0
3,31,3,0,0,16.9,1.2,0.2,0,16.9,0,0
3,31,4,0,0,16.8,1.2,0.2,0,16.8,0,0
3,31,5,0,0,18.1,1.1,0.2,0,0,0,0
3,31,6,229,70,21.1,1.3,0.2,107.301,24.036,540.937,494.024
3,31,7,486,135,24.7,2.1,0.2,340.892,32.829,1951.995,1855.083
3,31,8,628,173,27.7,2.9,0.2,582.887,39.728,3311.406,3166.325
3,31,9,707,199,29.7,3.4,0.2,789.004,44.659,4355.342,4173.27
3,31,10,750,214,30.8,3.6,0.2,934.203,47.943,5050.869,4844.151
3,31,11,813,194,31.6,3.7,0.2,1016.881,49.971,5435.14,5214.807
3,31,12,811,193,32,3.7,0.2,1007.189,50.198,5381.06,5162.643
3,31,13,786,186,32,3.7,0.2,919.81,48.634,4969.075,4765.256
3,31,14,763,159,31.6,3.5,0.2,764.291,45.878,4212.015,4035.021
3,31,15,682,136,30.8,3.1,0.2,545.974,41.707,3088.277,2951.102
3,31,16,532,103,28.3,2,0.2,297.199,35.49,1642.942,1556.982
3,31,17,213,47,25,1.2,0.2,69.48,26.892,310.913,272.151
3,31,18,0,0,23,1.3,0.2,0,0,0,0
3,31,19,0,0,22.1,1.3,0.2,0,22.1,0,0
3,31,20,0,0,21.3,1.4,0.2,0,21.3,0,0
3,31,21,0,0,20.6,1.3,0.2,0,20.6,0,0
3,31,22,0,0,20,1.3,0.2,0,20,0,0
3,31,23,0,0,19.5,1.2,0.2,0,19.5,0,0
4,1,0,0,0,19.1,1.2,0.2,0,19.1,0,0
4,1,1,0,0,18.7,1.2,0.2,0,18.7,0,0
4,1,2,0,0,18.3,1.2,0.2,0,18.3,0,0
4,1,3,0,0,18,1.2,0.2,0,18,0,0
4,1,4,0,0,17.9,1.2,0.2,0,17.9,0,0
4,1,5,0,0,19.2,1.1,0.2,0,0,0,0
4,1,6,321,64,22.3,1.5,0.2,119.263,25.386,582.178,533.805
4,1,7,589,109,25.8,2.2,0.2,361.599,34.254,2060.844,1960.075
4,1,8,723,136,29.1,3,0.2,607.698,41.435,3435.344,3285.871
4,1,9,798,153,31.4,3.4,0.2,814.613,46.851,4462.549,4276.678
4,1,10,837,164,32.6,3.5,0.2,960.988,50.516,5145.688,4935.61
4,1,11,890,149,33.4,3.4,0.2,1040.32,53.091,5492.376,5270.014
4,1,12,891,148,33.8,3.3,0.2,1032.877,53.665,5442.631,5222.032
4,1,13,872,142,33.8,3.4,0.2,949.387,51.787,5066.191,4858.93
4,1,14,770,160,33.4,3.3,0.2,770.403,48.253,4203.458,4026.768
4,1,15,681,141,32.4,3,0.2,549.968,43.57,3086.3,2949.195
4,1,16,511,110,29.5,2,0.2,296.138,36.666,1630.366,1544.851
4,1,17,182,50,25.8,1.3,0.2,67.918,27.622,310.605,271.854
4,1,18,0,0,23.7,1.3,0.2,0,0,0,0
4,1,19,0,0,22.8,1.4,0.2,0,22.8,0,0
4,1,20,0,0,22,1.3,0.2,0,22,0,0
4,1,21,0,0,21.4,1.3,0.2,0,21.4,0,0
4,1,22,0,0,20.8,1.3,0.2,0,20.8,0,0
4,1,23,0,0,20.5,1.3,0.2,0,20.5,0,0
4,2,0,0,0,20.4,1.3,0.2,0,20.4,0,0
4,2,1,0,0,20.3,1.3,0.2,0,20.3,0,0
4,2,2,0,0,20.3,1.3,0.2,0,20.3,0,0
4,2,3,0,0,20.6,1.2,0.2,0,20.6,0,0
4,2,4,0,0,20.7,1.2,0.2,0,20.7,0,0
4,2,5,0,0,21.8,1,0.2,0,0,0,0
4,2,6,175,85,24,0.8,0.2,112.811,27.538,582.453,534.069
4,2,7,494,142,27.1,1,0.2,352.744,37.861,1981.986,1884.011
4,2,8,635,179,30.1,1.7,0.2,595.055,45.552,3299.147,3154.5
4,2,9,717,203,32.3,2.3,0.2,802.702,50.711,4318.668,4137.895
4,2,10,0,800,33.5,2.5,0.2,792.536,50.886,4154.529,3979.573
4,2,11,0,800,34,2.6,0.2,791.35,51.033,4134.482,3960.236
4,2,12,0,800,34.2,2.6,0.2,791.455,51.237,4133.079,3958.882
4,2,13,55,702,34.1,2.5,0.2,740.045,50.348,3900.057,3734.117
4,2,14,189,485,33.5,2.5,0.2,631.577,47.412,3406.694,3258.236
4,2,15,203,337,32.3,2.2,0.2,451.627,42.865,2502.321,2385.909
4,2,16,400,137,29.6,1.5,0.2,281.862,37.199,1553.502,1470.71
4,2,17,94,57,26.5,1.2,0.2,63.832,28.295,312.359,273.546
4,2,18,0,0,24.9,1.3,0.2,0,0,0,0
4,2,19,0,0,24.4,1.4,0.2,0,24.4,0,0
4,2,20,0,0,24,1.4,0.2,0,24,0,0
4,2,21,0,0,23.2,1.6,0.2,0,23.2,0,0
4,2,22,0,0,22.2,1.8,0.2,0,22.2,0,0
4,2,23,0,0,21.1,1.9,0.2,0,21.1,0,0
4,3,0,0,0,20.3,2.5,0.2,0,20.3,0,0
4,3,1,0,0,19.6,3.2,0.2,0,19.6,0,0
4,3,2,0,0,19.1,2.8,0.2,0,19.1,0,0
4,3,3,0,0,18.7,1.9,0.2,0,18.7,0,0
4,3,4,0,0,18.6,1.4,0.2,0,18.6,0,0
4,3,5,0,0,20.1,0.9,0.2,0,0,0,0
4,3,6,125,87,22.6,0.9,0.2,104.877,25.823,555.572,508.141
4,3,7,345,180,25.8,1,0.2,324.25,35.695,1836.483,1743.664
4,3,8,486,241,28.7,1.2,0.2,558.95,44.951,3093.502,2956.142
4,3,9,189,506,30.5,1.5,0.2,661.355,48.336,3545.995,3392.601
4,3,10,0,800,31.4,1.7,0.2,791.577,51.757,4133.497,3959.286
4,3,11,0,800,32,1.8,0.2,790.513,51.886,4114.607,3941.065
4,3,12,0,800,32.1,2,0.2,790.607,51.185,4129.005,3954.953
4,3,13,681,245,32.1,2.3,0.2,883.063,52.321,4688.447,4494.572
4,3,14,637,222,31.7,2.7,0.2,728.352,47.224,3980.11,3811.334
4,3,15,538,192,30.8,2.8,0.2,513.023,41.573,2890.572,2760.402
4,3,16,375,142,28.8,2,0.2,274.751,35.459,1525.239,1443.449
4,3,17,108,56,26.1,1.4,0.2,64.33,27.82,312.42,273.605
4,3,18,0,0,24.3,1.4,0.2,0,0,0,0
4,3,19,0,0,23.3,1.5,0.2,0,23.3,0,0
4,3,20,0,0,22.3,1.5,0.2,0,22.3,0,0
4,3,21,0,0,21.4,1.5,0.2,0,21.4,0,0
4,3,22,0,0,20.7,1.5,0.2,0,20.7,0,0
4,3,23,0,0,20.1,1.5,0.2,0,20.1,0,0
4,4,0,0,0,19.6,1.5,0.2,0,19.6,0,0
4,4,1,0,0,19.1,1.5,0.2,0,19.1,0,0
4,4,2,0,0,18.7,1.6,0.2,0,18.7,0,0
4,4,3,0,0,18.3,1.7,0.2,0,18.3,0,0
4,4,4,0,0,18.1,1.7,0.2,0,18.1,0,0
4,4,5,0,0,19.1,2.2,0.2,0,0,0,0
4,4,6,324,72,22.2,3.1,0.2,129.211,24.671,645.356,594.744
4,4,7,608,116,25.9,4.4,0.2,379.666,32.118,2187.844,2082.575
4,4,8,750,138,29,5.4,0.2,630.262,38.11,3609.46,3453.818
4,4,9,830,152,30.7,5.7,0.2,842.526,42.426,4696.498,4502.338
4,4,10,871,160,31.7,5.8,0.2,990.714,45.309,5416.045,5196.388
4,4,11,889,163,32.5,5.8,0.2,1062.474,47.085,5743.959,5512.683
4,4,12,893,157,32.8,5.8,0.2,1051.793,47.241,5686.849,5457.596
4,4,13,873,151,32.7,5.9,0.2,958.997,45.73,5243.983,5030.423
4,4,14,854,130,32.2,6,0.2,801.916,42.995,4474.237,4287.952
4,4,15,779,114,31.1,5.9,0.2,579.028,39.005,3316.19,3170.939
4,4,16,635,90,28.9,4.9,0.2,322.097,33.805,1790.403,1699.217
4,4,17,295,48,25.7,3.8,0.2,78.636,26.999,341.116,301.284
4,4,18,0,0,23.4,3.6,0.2,0,0,0,0
4,4,19,0,0,22.3,3.4,0.2,0,22.3,0,0
4,4,20,0,0,21.3,3.3,0.2,0,21.3,0,0
4,4,21,0,0,20.5,3.2,0.2,0,20.5,0,0
4,4,22,0,0,19.7,3.1,0.2,0,19.7,0,0
4,4,23,0,0,19.2,3.1,0.2,0,19.2,0,0
4,5,0,0,0,18.7,3.1,0.2,0,18.7,0,0
4,5,1,0,0,18.1,3,0.2,0,18.1,0,0
4,5,2,0,0,17.5,2.8,0.2,0,17.5,0,0
4,5,3,0,0,17,2.7,0.2,0,17,0,0
4,5,4,0,0,16.7,2.7,0.2,0,16.7,0,0
4,5,5,0,0,17.4,2.9,0.2,0,0,0,0
4,5,6,385,70,20.3,3.6,0.2,139.119,22.747,693.217,640.909
4,5,7,644,111,24.2,4.4,0.2,391.265,30.609,2270.401,2162.207
4,5,8,772,137,27.7,5.3,0.2,644.479,37.128,3705.446,3546.403
4,5,9,837,153,30,5.7,0.2,850.142,41.831,4749.046,4553.023
4,5,10,871,164,31.6,5.9,0.2,995.347,45.117,5443.822,5223.181
4,5,11,963,121,32.7,6.2,0.2,1086.378,46.965,5879.479,5643.401
4,5,12,954,125,33.3,6.5,0.2,1072.262,46.933,5807.38,5573.857
4,5,13,930,124,33.4,6.8,0.2,977.485,45.457,5353.717,5136.269
4,5,14,847,136,32.9,6.9,0.2,802.187,42.71,4479.457,4292.987
4,5,15,767,120,31.8,6.4,0.2,577.629,39.263,3303.219,3158.428
4,5,16,605,97,29.5,5.1,0.2,317.749,34.22,1764.19,1673.932
4,5,17,255,51,26.1,3.8,0.2,76.772,27.381,342.002,302.139
4,5,18,0,0,23.7,3.4,0.2,0,0,0,0
4,5,19,0,0,22.6,3.3,0.2,0,22.6,0,0
4,5,20,0,0,21.5,3.1,0.2,0,21.5,0,0
4,5,21,0,0,20.5,2.9,0.2,0,20.5,0,0
4,5,22,0,0,19.7,2.7,0.2,0,19.7,0,0
4,5,23,0,0,19.1,2.6,0.2,0,19.1,0,0
4,6,0,0,0,18.6,2.6,0.2,0,18.6,0,0
4,6,1,0,0,18.1,2.4,0.2,0,18.1,0,0
4,6,2,0,0,17.5,2.2,0.2,0,17.5,0,0
4,6,3,0,0,17,2,0.2,0,17,0,0
4,6,4,0,0,16.8,2,0.2,0,16.8,0,0
4,6,5,0,0,18,2.2,0.2,0,0,0,0
4,6,6,443,67,21.5,2.8,0.2,148.959,24.475,731.337,677.678
4,6,7,687,104,25.5,3.9,0.2,403.985,32.601,2327.895,2217.663
4,6,8,810,125,29.3,5.2,0.2,656.995,39.031,3750.459,3589.821
4,6,9,879,137,32,6.1,0.2,869.336,43.564,4823.129,4624.481
4,6,10,908,146,33.6,6.5,0.2,1005.831,46.393,5474.23,5252.512
4,6,11,908,159,34.6,6.8,0.2,1069.78,47.778,5766.291,5534.223
4,6,12,903,160,35.1,7,0.2,1064.635,47.951,5736.303,5505.298
4,6,13,883,154,35,7.2,0.2,970.616,46.496,5288.381,5073.248
4,6,14,831,147,34.4,7,0.2,800.413,44.088,4442.409,4257.252
4,6,15,753,127,33.2,6.5,0.2,576.005,40.562,3274.967,3131.177
4,6,16,599,100,30.8,5.1,0.2,318.11,35.526,1757.051,1667.047
4,6,17,255,52,27.1,3.6,0.2,77.478,28.434,344.852,304.888
4,6,18,0,0,24,2.7,0.2,0,0,0,0
4,6,19,0,0,22.5,2.3,0.2,0,22.5,0,0
4,6,20,0,0,21.5,2.2,0.2,0,21.5,0,0
4,6,21,0,0,20.8,2.1,0.2,0,20.8,0,0
4,6,22,0,0,20.2,2,0.2,0,20.2,0,0
4,6,23,0,0,19.6,1.9,0.2,0,19.6,0,0
4,7,0,0,0,19.1,1.9,0.2,0,19.1,0,0
4,7,1,0,0,18.7,1.9,0.2,0,18.7,0,0
4,7,2,0,0,18.2,1.7,0.2,0,18.2,0,0
4,7,3,0,0,17.8,1.5,0.2,0,17.8,0,0
4,7,4,0,0,17.8,1.5,0.2,0,17.8,0,0
4,7,5,0,0,19.5,1.4,0.2,0,0,0,0
4,7,6,205,93,23.4,2.1,0.2,127.214,26.364,666.094,614.746
4,7,7,447,163,27.8,3.3,0.2,356.654,34.674,2034.241,1934.415
4,7,8,579,209,31.7,4.6,0.2,590.14,41.124,3323.128,3177.632
4,7,9,650,241,34.3,5.5,0.2,788.267,45.518,4323.695,4142.744
4,7,10,687,262,35.6,5.8,0.2,925.884,48.305,4986.329,4781.899
4,7,11,798,206,36.3,6.1,0.2,1015.451,49.771,5425.263,5205.28
4,7,12,798,203,36.5,6.4,0.2,1004.022,49.393,5376.331,5158.081
4,7,13,761,201,36.3,6.4,0.2,910.427,48.001,4925.303,4723.035
4,7,14,739,172,35.7,6.2,0.2,756.106,45.649,4164.922,3989.598
4,7,15,650,150,34.5,5.6,0.2,538.047,42.099,3032.51,2897.311
4,7,16,484,117,32.1,4,0.2,291.046,37.113,1598.366,1513.985
4,7,17,165,57,28.4,2.4,0.2,71.422,29.938,334.676,295.072
4,7,18,0,0,25.9,1.9,0.2,0,0,0,0
4,7,19,0,0,24.9,1.8,0.2,0,24.9,0,0
4,7,20,0,0,24.1,1.8,0.2,0,24.1,0,0
4,7,21,0,0,23.4,1.7,0.2,0,23.4,0,0
4,7,22,0,0,22.8,1.6,0.2,0,22.8,0,0
4,7,23,0,0,22.4,1.7,0.2,0,22.4,0,0
4,8,0,0,0,22,1.7,0.2,0,22,0,0
4,8,1,0,0,21.5,1.7,0.2,0,21.5,0,0
4,8,2,0,0,21.1,1.6,0.2,0,21.1,0,0
4,8,3,0,0,20.6,1.5,0.2,0,20.6,0,0
4,8,4,0,0,20.4,1.4,0.2,0,20.4,0,0
4,8,5,0,0,21.7,1.4,0.2,0,0,0,0
4,8,6,281,85,25,1.8,0.2,134.482,28.307,682.752,630.814
4,8,7,542,136,29,2.9,0.2,372.475,36.67,2109.477,2006.985
4,8,8,683,165,32.6,4.1,0.2,617.612,43.169,3456.739,3306.508
4,8,9,762,183,34.9,4.5,0.2,823.671,48.205,4475.739,4289.401
4,8,10,805,194,36.2,4.6,0.2,964.559,51.551,5132.268,4922.667
4,8,11,865,172,37.1,4.6,0.2,1048.486,53.78,5509.172,5286.215
4,8,12,868,167,37.5,4.6,0.2,1037.002,53.999,5447.963,5227.175
4,8,13,852,157,37.4,4.7,0.2,944.799,52.25,5025.762,4819.934
4,8,14,787,155,36.9,4.6,0.2,775.493,49.272,4210.223,4033.293
4,8,15,703,138,35.6,4.1,0.2,556.743,45.139,3102.074,2964.41
4,8,16,201,196,32.7,2.8,0.2,260.135,38.139,1438.349,1359.638
4,8,17,153,61,28.8,1.6,0.2,73.561,30.671,349.248,309.128
4,8,18,0,0,26.5,1.5,0.2,0,0,0,0
4,8,19,0,0,25.7,1.4,0.2,0,25.7,0,0
4,8,20,0,0,24.9,1.4,0.2,0,24.9,0,0
4,8,21,0,0,24.3,1.4,0.2,0,24.3,0,0
4,8,22,0,0,23.6,1.4,0.2,0,23.6,0,0
4,8,23,0,0,23,1.3,0.2,0,23,0,0
4,9,0,0,0,22.6,1.4,0.2,0,22.6,0,0
4,9,1,0,0,22.4,1.3,0.2,0,22.4,0,0
4,9,2,0,0,22.5,1.3,0.2,0,22.5,0,0
4,9,3,0,0,22.6,1.2,0.2,0,22.6,0,0
4,9,4,0,0,22.6,1.1,0.2,0,22.6,0,0
4,9,5,0,0,23.6,1,0.2,0,0,0,0
4,9,6,270,87,26.3,1.1,0.2,134.724,30.194,682.661,630.727
4,9,7,521,142,29,1.7,0.2,369.971,38.589,2079.065,1977.65
4,9,8,656,175,31.5,2.4,0.2,610.626,45.273,3385.222,3237.525
4,9,9,0,755,34.1,2.8,0.2,741.019,49.527,3925.586,3758.741
4,9,10,783,205,36.1,3,0.2,959.813,55.486,5019.729,4814.115
4,9,11,792,216,37.3,3.1,0.2,1025.273,57.652,5293.237,5077.932
4,9,12,779,219,37.8,3.1,0.2,1006.442,57.78,5196.501,4984.623
4,9,13,751,212,37.7,3.1,0.2,911.588,55.813,4768.946,4572.218
4,9,14,784,155,37.2,3,0.2,772.67,52.846,4131.448,3957.309
4,9,15,695,138,36.2,2.7,0.2,551.573,47.996,3035.677,2900.366
4,9,16,540,108,33.3,1.8,0.2,301.675,40.903,1628.129,1542.693
4,9,17,222,55,29.5,1.2,0.2,75.979,31.586,342.298,302.424
4,9,18,0,0,27.4,1.3,0.2,0,0,0,0
4,9,19,0,0,26.6,1.2,0.2,0,26.6,0,0
4,9,20,0,0,26.1,1.2,0.2,0,26.1,0,0
4,9,21,0,0,25.6,1.2,0.2,0,25.6,0,0
4,9,22,0,0,25.2,1.2,0.2,0,25.2,0,0
4,9,23,0,0,24.8,1.1,0.2,0,24.8,0,0
4,10,0,0,0,24.3,0.9,0.2,0,24.3,0,0
4,10,1,0,0,23.6,0.8,0.2,0,23.6,0,0
4,10,2,0,0,23.1,0.7,0.2,0,23.1,0,0
4,10,3,0,0,22.8,0.7,0.2,0,22.8,0,0
4,10,4,0,0,22.7,0.7,0.2,0,22.7,0,0
4,10,5,0,0,23.1,0.9,0.2,0,0,0,0
4,10,6,166,105,25.4,1.1,0.2,130.602,29.22,691.135,638.9
4,10,7,192,248,29,1.2,0.2,323.123,38.387,1811.557,1719.621
4,10,8,554,220,32.4,1.5,0.2,586.474,48.298,3201.321,3060.141
4,10,9,650,241,34.5,2,0.2,789.638,53.695,4182.799,4006.841
4,10,10,714,242,35.8,2.1,0.2,932.191,57.981,4818.482,4619.999
4,10,11,886,149,36.5,2,0.2,1038.628,61.72,5276.336,5061.629
4,10,12,881,149,36.9,2.2,0.2,1023.797,60.796,5225.97,5013.049
4,10,13,857,146,36.7,2.4,0.2,937.446,57.779,4870.677,4670.345
4,10,14,675,205,36.1,2.6,0.2,737.868,52.11,3949.408,3781.72
4,10,15,568,184,35.1,2.6,0.2,519.489,46.402,2868.085,2738.712
4,10,16,389,143,32.8,1.8,0.2,280.709,39.887,1528.189,1446.294
4,10,17,103,62,29.4,1.2,0.2,68.282,31.326,333.823,294.25
4,10,18,0,0,27.3,1.2,0.2,0,0,0,0
4,10,19,0,0,26.5,1.3,0.2,0,26.5,0,0
4,10,20,0,0,25.7,1.4,0.2,0,25.7,0,0
4,10,21,0,0,24.9,1.4,0.2,0,24.9,0,0
4,10,22,0,0,24.2,1.4,0.2,0,24.2,0,0
4,10,23,0,0,23.5,1.3,0.2,0,23.5,0,0
4,11,0,0,0,23.2,1.3,0.2,0,23.2,0,0
4,11,1,0,0,23.2,1.3,0.2,0,23.2,0,0
4,11,2,0,0,23.3,1.1,0.2,0,23.3,0,0
4,11,3,0,0,23.3,1,0.2,0,23.3,0,0
4,11,4,0,0,23.2,1,0.2,0,23.2,0,0
4,11,5,0,0,23.9,0.9,0.2,0,0,0,0
4,11,6,119,107,26.7,0.8,0.2,123.446,30.619,658.883,607.791
4,11,7,330,202,30,1.2,0.2,342.378,39.946,1910.075,1814.648
4,11,8,473,258,32.7,1.8,0.2,570.819,47.186,3122.592,2984.202
4,11,9,0,725,34.1,2.3,0.2,708.154,50.248,3738.24,3578.035
4,11,10,603,317,35,2.7,0.2,900.358,54.132,4722.003,4526.938
4,11,11,603,340,35.6,3,0.2,959.217,54.94,4996.513,4791.722
4,11,12,593,342,35.8,3.3,0.2,943.712,53.914,4939.976,4737.188
4,11,13,560,328,35.6,3.4,0.2,850.057,51.672,4510.648,4323.073
4,11,14,599,248,35.1,3.4,0.2,718.61,48.718,3894.829,3729.074
4,11,15,499,213,34.1,3.1,0.2,506.862,44.209,2817.92,2690.325
4,11,16,328,158,31.8,2.2,0.2,270.577,38.104,1486.518,1406.099
4,11,17,73,64,28.5,1.3,0.2,66.65,30.349,335.064,295.446
4,11,18,0,0,26.3,1.2,0.2,0,0,0,0
4,11,19,0,0,25.4,1.2,0.2,0,25.4,0,0
4,11,20,0,0,24.6,1.2,0.2,0,24.6,0,0
4,11,21,0,0,23.9,1.2,0.2,0,23.9,0,0
4,11,22,0,0,23.3,1.2,0.2,0,23.3,0,0
4,11,23,0,0,22.8,1.2,0.2,0,22.8,0,0
4,12,0,0,0,22.3,1.2,0.2,0,22.3,0,0
4,12,1,0,0,22.1,1.2,0.2,0,22.1,0,0
4,12,2,0,0,22,1.2,0.2,0,22,0,0
4,12,3,0,0,21.9,1.1,0.2,0,21.9,0,0
4,12,4,0,0,21.9,1,0.2,0,21.9,0,0
4,12,5,0,0,23.1,0.9,0.2,0,0,0,0
4,12,6,173,106,25.9,1,0.2,133.381,29.901,704.846,652.125
4,12,7,404,180,29.3,1.6,0.2,354.115,38.682,1988.05,1889.861
4,12,8,543,226,32.1,2.3,0.2,586.148,45.561,3234.055,3091.714
4,12,9,624,257,33.7,2.7,0.2,784.219,50.394,4208.935,4032.051
4,12,10,666,278,34.8,2.9,0.2,922.375,53.735,4849.861,4650.266
4,12,11,825,194,35.5,3.2,0.2,1030.561,55.626,5368.573,5150.598
4,12,12,821,193,35.9,3.3,0.2,1015.629,55.419,5299.459,5083.933
4,12,13,797,186,35.8,3.4,0.2,921.927,53.254,4878.349,4677.745
4,12,14,652,222,35.4,3.3,0.2,735.523,49.566,3976.151,3807.515
4,12,15,555,193,34.5,3,0.2,519.682,45.043,2883.551,2753.631
4,12,16,383,147,32.2,2.1,0.2,279.38,38.833,1527.333,1445.469
4,12,17,105,65,28.7,1.3,0.2,70.922,30.655,349.758,309.62
4,12,18,0,0,26.4,1.2,0.2,0,0,0,0
4,12,19,0,0,25.5,1.2,0.2,0,25.5,0,0
4,12,20,0,0,24.7,1.2,0.2,0,24.7,0,0
4,12,21,0,0,24,1.1,0.2,0,24,0,0
4,12,22,0,0,23.4,1.2,0.2,0,23.4,0,0
4,12,23,0,0,22.7,1.2,0.2,0,22.7,0,0
4,13,0,0,0,22.2,1.2,0.2,0,22.2,0,0
4,13,1,0,0,21.9,1.3,0.2,0,21.9,0,0
4,13,2,0,0,21.8,1.3,0.2,0,21.8,0,0
4,13,3,0,0,22,1.3,0.2,0,22,0,0
4,13,4,0,0,22.1,1.2,0.2,0,22.1,0,0
4,13,5,0,0,23.7,1,0.2,0,0,0,0
4,13,6,174,106,26.7,0.8,0.2,133.833,30.93,704.753,652.036
4,13,7,398,185,30.4,1.2,0.2,356.759,40.765,1986.129,1888.008
4,13,8,531,233,33.1,2,0.2,585.525,47.361,3204.587,3063.29
4,13,9,0,740,34.5,2.4,0.2,721.899,50.651,3803.129,3640.624
4,13,10,650,288,35.4,2.7,0.2,916.931,54.888,4795.719,4598.043
4,13,11,668,299,36,2.9,0.2,983.441,56.173,5099.091,4890.665
4,13,12,663,298,36.3,3,0.2,968.783,55.841,5033.697,4827.588
4,13,13,634,286,36.1,3,0.2,875.584,53.776,4609.718,4418.632
4,13,14,613,243,35.6,2.9,0.2,723.35,50.482,3891.654,3726.012
4,13,15,513,210,34.6,2.7,0.2,511.137,45.517,2826.542,2698.642
4,13,16,343,157,32.2,1.9,0.2,274.303,38.985,1500.537,1419.622
